ID,Case Number,Date,Primary Type,Crime Category,Description,Location Description,Arrest,District,Latitude,Longitude,Year,Month,Month_Name,Day,Hour,DayOfWeek,Day_Name,IsWeekend,IsNight,Hour_sin,Hour_cos,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,X_meters,Y_meters,Grid_Lat,Grid_Lon,Grid_ID,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
1002407,JG531601,2023-10-07 22:06:06,ASSAULT,Violent,ASSAULT,SIDEWALK,False,District 20,41.97080428467624,-87.64006123484543,2023,10,Oct,7,22,5,Saturday,1,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7254694.44628586,4666946.949900482,41.97,-87.64,41.97_-87.64,3,3,2
1002408,JG631070,2024-02-08 01:39:59,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,True,District 15,41.88589325288947,-87.74968440565831,2024,2,Feb,8,1,3,Thursday,0,1,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7263768.864962376,4657505.260908239,41.89,-87.75,41.89_-87.75,0,1,1
1002409,JG463524,2023-08-23 01:16:54,THEFT,Property,THEFT,STREET,False,District 18,41.90202735840165,-87.63814830111112,2023,8,Aug,23,1,2,Wednesday,0,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-7254536.096901537,4659299.294065162,41.9,-87.64,41.9_-87.64,1,0,0
1002410,JG498332,2023-09-08 00:40:24,THEFT,Property,THEFT,STREET,False,District 1,41.900180439477225,-87.61722030699522,2023,9,Sep,8,0,4,Friday,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-7252803.713325519,4659093.925767177,41.9,-87.62,41.9_-87.62,1,0,0
1002411,JG927837,2023-09-03 08:00:20,BATTERY,Violent,BATTERY,CONVENIENCE STORE,False,District 18,41.906853255626096,-87.62226031503161,2023,9,Sep,3,8,6,Sunday,1,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-7253220.91657476,4659835.910094233,41.910000000000004,-87.62,41.91_-87.62,1,0,0
1002412,JG497599,2023-07-29 17:34:03,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,True,District 2,41.78140459061306,-87.57740687083928,2023,7,Jul,29,17,5,Saturday,1,0,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-7249508.025142532,4645886.635722919,41.78,-87.58,41.78_-87.58,2,2,3
1002413,JG649945,2024-02-17 17:20:28,BATTERY,Violent,BATTERY,RESIDENCE,False,District 15,41.90283809037808,-87.7581946257016,2024,2,Feb,17,17,5,Saturday,1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7264473.326429139,4659389.4434723295,41.9,-87.76,41.9_-87.76,0,1,1
1002414,JG515386,2024-01-27 19:05:59,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,True,District 1,41.8918541828366,-87.61196812513064,2024,1,Jan,27,19,5,Saturday,1,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7252368.946689498,4658168.086991977,41.89,-87.61,41.89_-87.61,1,0,0
1002415,JG506297,2024-06-06 11:48:48,BATTERY,Violent,BATTERY,STREET,False,District 20,41.98729558747554,-87.65561392212298,2024,6,Jun,6,11,3,Thursday,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-7255981.871151011,4668780.701638405,41.99,-87.66,41.99_-87.66,3,3,2
1002416,JG431431,2023-06-24 05:20:42,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,True,District 2,41.7723185724022,-87.58889599238503,2023,6,Jun,24,5,5,Saturday,1,1,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7250459.0749831665,4644876.31519896,41.77,-87.59,41.77_-87.59,2,2,3
1002417,JG670908,2023-08-14 17:50:45,BATTERY,Violent,BATTERY,SIDEWALK,False,District 18,41.89566834801675,-87.64866933745729,2023,8,Aug,14,17,0,Monday,0,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-7255407.010304317,4658592.203395207,41.9,-87.65,41.9_-87.65,1,0,0
1002418,JG755304,2023-04-12 18:17:50,BURGLARY,Property,BURGLARY,PARKING LOT,False,District 1,41.87988197367954,-87.62320773240566,2023,4,Apr,12,18,2,Wednesday,0,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-7253299.342165351,4656836.836234185,41.88,-87.62,41.88_-87.62,4,0,0
1002419,JG197361,2024-03-28 08:16:58,ASSAULT,Violent,ASSAULT,STREET,False,District 15,41.89356907657231,-87.79265414263887,2024,3,Mar,28,8,3,Thursday,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-7267325.826331855,4658358.774738511,41.89,-87.79,41.89_-87.79,0,1,1
1002420,JG473510,2024-03-01 20:58:53,BURGLARY,Property,BURGLARY,RESIDENCE,False,District 2,41.79160320236585,-87.60606075087809,2024,3,Mar,1,20,4,Friday,0,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-7251879.944347666,4647020.671175041,41.79,-87.61,41.79_-87.61,2,2,3
1002421,JG369929,2023-09-06 15:10:43,NARCOTICS,Public Order,NARCOTICS,APARTMENT,False,District 15,41.88927949357923,-87.75203781156877,2023,9,Sep,6,15,2,Wednesday,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-7263963.6758804405,4657881.794213427,41.89,-87.75,41.89_-87.75,0,1,1
1002422,JG112564,2023-04-08 16:32:34,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,CONVENIENCE STORE,False,District 15,41.85612749441131,-87.77751442198756,2023,4,Apr,8,16,5,Saturday,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-7266072.586138047,4654195.455006048,41.86,-87.78,41.86_-87.78,0,-1,1
1002423,JG646767,2023-08-20 08:44:27,THEFT,Property,THEFT,CONVENIENCE STORE,False,District 1,41.89335998279956,-87.63145781146603,2023,8,Aug,20,8,6,Sunday,1,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-7253982.269606267,4658335.524539674,41.89,-87.63,41.89_-87.63,1,0,0
1002424,JG288255,2023-10-14 17:33:11,NARCOTICS,Public Order,NARCOTICS,SIDEWALK,False,District 1,41.88827957815166,-87.62072446281144,2023,10,Oct,14,17,5,Saturday,1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7253093.78135355,4657770.608537232,41.89,-87.62,41.89_-87.62,1,0,0
1002425,JG330921,2023-05-19 00:09:50,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 15,41.89415132462598,-87.7634919269551,2023,5,May,19,0,4,Friday,0,1,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-7264911.827971042,4658423.517857555,41.89,-87.76,41.89_-87.76,0,1,1
1002426,JG308445,2024-05-13 04:21:30,ASSAULT,Violent,ASSAULT,STREET,False,District 15,41.8968729876817,-87.75844840431945,2024,5,May,13,4,0,Monday,0,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1.0,-7264494.333789284,4658726.153399404,41.9,-87.76,41.9_-87.76,0,1,1
1002427,JG858495,2023-09-15 09:21:47,THEFT,Property,THEFT,APARTMENT,False,District 18,41.87561541762801,-87.65788488312838,2023,9,Sep,15,9,4,Friday,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-7256169.857420778,4656362.416191714,41.88,-87.66,41.88_-87.66,4,0,0
1002428,JG308007,2024-06-15 04:29:38,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,APARTMENT,False,District 1,41.88255752825982,-87.64213064267561,2024,6,Jun,15,4,5,Saturday,1,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7254865.74832834,4657134.344740408,41.88,-87.64,41.88_-87.64,4,0,0
1002429,JG452369,2024-03-15 19:59:12,BURGLARY,Property,BURGLARY,SIDEWALK,False,District 2,41.79806918803416,-87.62457187875512,2024,3,Mar,15,19,4,Friday,0,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-7253412.2638681205,4647739.656970219,41.800000000000004,-87.62,41.8_-87.62,2,2,3
1002430,JG584099,2023-09-03 20:20:12,THEFT,Property,THEFT,STREET,True,District 1,41.88964167767013,-87.61830625291367,2023,9,Sep,3,20,6,Sunday,1,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-7252893.6060721995,4657922.067302474,41.89,-87.62,41.89_-87.62,1,0,0
1002431,JG507708,2024-03-19 10:24:05,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 20,41.9756161915693,-87.68419400299612,2024,3,Mar,19,10,1,Tuesday,0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-7258347.681387374,4667482.010273531,41.980000000000004,-87.68,41.98_-87.68,3,3,2
1002432,JG318507,2023-05-11 07:25:08,THEFT,Property,THEFT,STREET,False,District 1,41.875306495995375,-87.61961737601136,2023,5,May,11,7,3,Thursday,0,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-7253002.13860083,4656328.065625988,41.88,-87.62,41.88_-87.62,4,0,4
1002433,JG510612,2023-10-22 06:08:14,THEFT,Property,THEFT,RESIDENCE,False,District 18,41.86338418911849,-87.62248594763518,2023,10,Oct,22,6,6,Sunday,1,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7253239.594055959,4655002.363756244,41.86,-87.62,41.86_-87.62,4,0,4
1002434,JG484228,2023-05-09 10:29:09,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 1,41.865262651482695,-87.65136575489531,2023,5,May,9,10,1,Tuesday,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-7255630.215130247,4655211.239529546,41.87,-87.65,41.87_-87.65,4,0,0
1002435,JG390403,2024-06-26 16:42:27,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,PARKING LOT,False,District 15,41.90094394690425,-87.76453114865339,2024,6,Jun,26,16,2,Wednesday,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-7264997.852966653,4659178.824036783,41.9,-87.76,41.9_-87.76,0,1,1
1002436,JG425886,2024-06-25 09:37:35,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.89756749957516,-87.63208495119892,2024,6,Jun,25,9,1,Tuesday,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7254034.183161245,4658803.379705121,41.9,-87.63,41.9_-87.63,1,0,0
1002437,JG566706,2024-02-14 11:43:53,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.87379040373244,-87.65842378754112,2024,2,Feb,14,11,2,Wednesday,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-7256214.467006795,4656159.48362517,41.87,-87.66,41.87_-87.66,4,0,0
1002438,JG813956,2023-03-03 17:15:53,NARCOTICS,Public Order,NARCOTICS,STREET,True,District 15,41.89775882995434,-87.75070832454426,2023,3,Mar,3,17,4,Friday,0,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-7263853.6232173415,4658824.6547019845,41.9,-87.75,41.9_-87.75,0,1,1
1002439,JG140302,2024-01-24 21:22:50,BATTERY,Violent,BATTERY,SIDEWALK,True,District 1,41.88210989146248,-87.62322037043536,2024,1,Jan,24,21,2,Wednesday,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7253300.388319846,4657084.569730813,41.88,-87.62,41.88_-87.62,4,0,0
1002440,JG218891,2023-04-24 22:45:56,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 15,41.89317403108052,-87.76465147566552,2023,4,Apr,24,22,0,Monday,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7265007.813431015,4658314.847623356,41.89,-87.76,41.89_-87.76,0,1,1
1002441,JG415673,2023-03-30 15:44:43,THEFT,Property,THEFT,PARKING LOT,False,District 1,41.8931150071583,-87.61053132177852,2023,3,Mar,30,15,3,Thursday,0,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-7252250.010564256,4658308.284453589,41.89,-87.61,41.89_-87.61,1,0,0
1002442,JG758028,2023-08-16 02:52:07,BURGLARY,Property,BURGLARY,STREET,False,District 1,41.90038972651156,-87.65463206774426,2023,8,Aug,16,2,2,Wednesday,0,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-7255900.594924046,4659117.197455751,41.9,-87.65,41.9_-87.65,1,0,0
1002443,JG385061,2023-03-16 14:36:20,BATTERY,Violent,BATTERY,STREET,True,District 2,41.80454353237457,-87.59841224329895,2023,3,Mar,16,14,3,Thursday,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-7251246.813965566,4648459.57220861,41.800000000000004,-87.60000000000001,41.8_-87.6,2,2,3
1002444,JG525500,2023-08-10 21:57:48,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,True,District 15,41.88483039425446,-87.77851381606717,2023,8,Aug,10,21,3,Thursday,0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-7266155.314271469,4657387.076257043,41.88,-87.78,41.88_-87.78,0,1,1
1002445,JG716976,2023-07-06 01:51:05,BATTERY,Violent,BATTERY,STREET,False,District 1,41.88741173079688,-87.62259733501256,2023,7,Jul,6,1,3,Thursday,0,1,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-7253248.814512639,4657674.108180986,41.89,-87.62,41.89_-87.62,1,0,0
1002446,JG800410,2023-08-11 16:46:05,BATTERY,Violent,BATTERY,STREET,False,District 18,41.89748294281188,-87.62659161486278,2023,8,Aug,11,16,4,Friday,0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-7253579.454170326,4658793.977409043,41.9,-87.63,41.9_-87.63,1,0,0
1002447,JG519219,2023-06-06 14:57:19,THEFT,Property,THEFT,RESIDENCE,False,District 18,41.90037041814976,-87.60801048822346,2023,6,Jun,6,14,1,Tuesday,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7252041.340271994,4659115.050460911,41.9,-87.61,41.9_-87.61,1,0,0
1002448,JG463689,2023-07-16 03:33:56,NARCOTICS,Public Order,NARCOTICS,SIDEWALK,False,District 18,41.896086301565006,-87.62510645709213,2023,7,Jul,16,3,6,Sunday,1,1,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-7253456.515348984,4658638.67777354,41.9,-87.63,41.9_-87.63,1,0,0
1002449,JG690701,2023-09-21 07:06:26,BATTERY,Violent,BATTERY,STREET,True,District 20,41.9698285188493,-87.6264487248311,2023,9,Sep,21,7,3,Thursday,0,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-7253567.625977778,4666838.449541065,41.97,-87.63,41.97_-87.63,3,3,2
1002450,JG770793,2023-12-20 06:55:35,BATTERY,Violent,BATTERY,STREET,True,District 20,41.95509020433266,-87.63632809497058,2023,12,Dec,20,6,2,Wednesday,0,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-7254385.423348909,4665199.621475881,41.96,-87.64,41.96_-87.64,3,3,2
1002451,JG657509,2023-10-28 10:40:18,THEFT,Property,THEFT,APARTMENT,True,District 20,41.97840690549136,-87.65690657856474,2023,10,Oct,28,10,5,Saturday,1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7256088.875041435,4667792.323932004,41.980000000000004,-87.66,41.98_-87.66,3,3,2
1002452,JG284828,2023-06-24 06:20:35,BATTERY,Violent,BATTERY,RESIDENCE,False,District 15,41.87718977055908,-87.75014790774135,2023,6,Jun,24,6,5,Saturday,1,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7263807.232872442,4656537.4764922,41.88,-87.75,41.88_-87.75,0,1,1
1002453,JG322447,2024-04-13 19:59:13,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 20,41.96521054708847,-87.63873406966997,2024,4,Apr,13,19,5,Saturday,1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-7254584.5858214535,4666324.953800604,41.97,-87.64,41.97_-87.64,3,3,2
1002454,JG741119,2023-03-08 07:46:37,THEFT,Property,THEFT,STREET,False,District 1,41.877243020259534,-87.65033668323493,2023,3,Mar,8,7,2,Wednesday,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-7255545.030337422,4656543.397596914,41.88,-87.65,41.88_-87.65,4,0,0
1002455,JG472225,2024-03-17 07:34:55,ASSAULT,Violent,ASSAULT,RESIDENCE,True,District 20,41.97650537120495,-87.65347830265233,2024,3,Mar,17,7,6,Sunday,1,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7255805.088222124,4667580.88267446,41.980000000000004,-87.65,41.98_-87.65,3,3,2
1002456,JG270185,2023-04-21 12:09:24,NARCOTICS,Public Order,NARCOTICS,STREET,False,District 2,41.81062824891296,-87.58473650476148,2023,4,Apr,21,12,4,Friday,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-7250114.759708431,4649136.162752294,41.81,-87.58,41.81_-87.58,2,2,3
1002457,JG205508,2023-11-06 22:05:45,NARCOTICS,Public Order,NARCOTICS,APARTMENT,False,District 15,41.91236343049301,-87.74941677099592,2023,11,Nov,6,22,0,Monday,0,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.0,1.0,-7263746.710622551,4660448.614430661,41.910000000000004,-87.75,41.91_-87.75,0,1,1
1002458,JG767738,2023-04-27 06:40:12,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,True,District 1,41.86335196567407,-87.6165147248807,2023,4,Apr,27,6,3,Thursday,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-7252745.306444288,4654998.780667756,41.86,-87.62,41.86_-87.62,4,0,4
1002459,JG292744,2024-01-16 22:56:20,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 15,41.88638209982071,-87.76814230693657,2024,1,Jan,16,22,1,Tuesday,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-7265296.778475976,4657559.61828198,41.89,-87.77,41.89_-87.77,0,1,1
1002460,JG244018,2024-06-12 03:45:32,BATTERY,Violent,BATTERY,PARKING LOT,True,District 1,41.88689441098947,-87.63698660861348,2024,6,Jun,12,3,2,Wednesday,0,1,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-7254439.933982524,4657616.584763495,41.89,-87.64,41.89_-87.64,1,0,0
1002461,JG545426,2023-07-06 02:33:00,ASSAULT,Violent,ASSAULT,STREET,True,District 18,41.91061338860483,-87.65590966920101,2023,7,Jul,6,2,3,Thursday,0,1,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-7256006.352588545,4660254.0183824925,41.910000000000004,-87.66,41.91_-87.66,1,0,0
1002462,JG807368,2023-07-21 02:05:37,THEFT,Property,THEFT,STREET,False,District 2,41.78554969562238,-87.60003684370324,2023,7,Jul,21,2,4,Friday,0,1,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7251381.295609741,4646347.551007007,41.79,-87.60000000000001,41.79_-87.6,2,2,3
1002463,JG109103,2023-12-11 05:44:58,ASSAULT,Violent,ASSAULT,SIDEWALK,False,District 1,41.86595862589133,-87.63439291285873,2023,12,Dec,11,5,0,Monday,0,1,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.0,1.0,-7254225.232281929,4655288.628459755,41.87,-87.63,41.87_-87.63,4,0,4
1002464,JG737180,2023-01-19 00:20:30,ASSAULT,Violent,ASSAULT,RESIDENCE,False,District 15,41.8861491887371,-87.78334587342667,2023,1,Jan,19,0,3,Thursday,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-7266555.303719173,4657533.719715351,41.89,-87.78,41.89_-87.78,0,1,1
1002465,JG191579,2023-04-03 16:47:42,BATTERY,Violent,BATTERY,STREET,False,District 18,41.88387026612015,-87.63536085138364,2023,4,Apr,3,16,0,Monday,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7254305.356578308,4657280.314732113,41.88,-87.64,41.88_-87.64,1,0,0
1002466,JG755800,2024-05-03 15:36:43,BATTERY,Violent,BATTERY,STREET,False,District 20,41.97221357532423,-87.6436770239294,2024,5,May,3,15,4,Friday,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-7254993.755124954,4667103.656087157,41.97,-87.64,41.97_-87.64,3,3,2
1002467,JG461443,2023-11-02 20:57:29,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 15,41.90790514292945,-87.7654414019381,2023,11,Nov,2,20,3,Thursday,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-7265073.202177463,4659952.874787327,41.910000000000004,-87.77,41.91_-87.77,0,1,1
1002468,JG167647,2023-12-11 14:20:24,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,True,District 1,41.864209183306784,-87.62319183995952,2023,12,Dec,11,14,0,Monday,0,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.0,1.0,-7253298.026615829,4655094.099051203,41.86,-87.62,41.86_-87.62,4,0,4
1002469,JG399012,2023-12-20 08:13:06,THEFT,Property,THEFT,SIDEWALK,True,District 18,41.891241204346514,-87.61926917329257,2023,12,Dec,20,8,2,Wednesday,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-7252973.314975029,4658099.926799591,41.89,-87.62,41.89_-87.62,1,0,0
1002470,JG341297,2023-03-19 11:44:11,BATTERY,Violent,BATTERY,SIDEWALK,False,District 1,41.87717402269747,-87.6285710632021,2023,3,Mar,19,11,6,Sunday,1,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7253743.309519942,4656535.725407464,41.88,-87.63,41.88_-87.63,4,0,0
1002471,JG138983,2023-05-22 17:06:30,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.87636493539617,-87.60821238713027,2023,5,May,22,17,0,Monday,0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.0,1.0,-7252058.053118349,4656445.758880081,41.88,-87.61,41.88_-87.61,4,0,0
1002472,JG398380,2023-09-30 22:17:29,ASSAULT,Violent,ASSAULT,STREET,False,District 18,41.89460850731125,-87.61788772756182,2023,9,Sep,30,22,5,Saturday,1,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-7252858.961259051,4658474.354322924,41.89,-87.62,41.89_-87.62,1,0,0
1002473,JG473352,2024-02-05 01:57:45,NARCOTICS,Public Order,NARCOTICS,STREET,False,District 20,41.97073670363999,-87.64533453098987,2024,2,Feb,5,1,0,Monday,0,1,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.0,1.0,-7255130.960725872,4666939.4352217335,41.97,-87.65,41.97_-87.65,3,3,2
1002474,JG139241,2023-11-06 21:23:10,THEFT,Property,THEFT,STREET,False,District 1,41.8880226706378,-87.6334023521266,2023,11,Nov,6,21,0,Monday,0,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,0.0,1.0,-7254143.23535791,4657742.041685616,41.89,-87.63,41.89_-87.63,1,0,0
1002475,JG509123,2024-05-02 22:26:59,BATTERY,Violent,BATTERY,STREET,False,District 1,41.888644811336576,-87.65141982649537,2024,5,May,2,22,3,Thursday,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-7255634.691084864,4657811.220670532,41.89,-87.65,41.89_-87.65,1,0,0
1002476,JG383794,2023-08-19 16:38:33,THEFT,Property,THEFT,STREET,False,District 15,41.89491438316365,-87.75167605918831,2023,8,Aug,19,16,5,Saturday,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-7263933.73063681,4658508.366212875,41.89,-87.75,41.89_-87.75,0,1,1
1002477,JG492606,2023-12-01 11:24:05,THEFT,Property,THEFT,STREET,False,District 2,41.77679577141965,-87.60743856979717,2023,12,Dec,1,11,4,Friday,0,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-7251993.997842373,4645374.157702927,41.78,-87.61,41.78_-87.61,2,2,3
1002478,JG148867,2024-04-21 14:07:34,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 15,41.87838829884001,-87.77518895142552,2024,4,Apr,21,14,6,Sunday,1,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-7265880.087660368,4656670.746940561,41.88,-87.78,41.88_-87.78,0,1,1
